source link,Category,Date,County,Value,LastReportedDate
,Households,8/1/2018,Hamblen,4725,10/25/2018
,Households,8/1/2018,Hamilton,22902,10/25/2018
,Households,8/1/2018,Hancock,1259,10/25/2018
,Households,8/1/2018,Hardeman,2605,10/25/2018
,Households,8/1/2018,Hardin,2571,10/25/2018
,Households,8/1/2018,Hawkins,4637,10/25/2018
,Households,8/1/2018,Haywood,2437,10/25/2018
,Households,8/1/2018,Henderson,2526,10/25/2018
,Households,8/1/2018,Henry,2837,10/25/2018
,Households,8/1/2018,Hickman,1857,10/25/2018
,Households,8/1/2018,Houston,599,10/25/2018
,Households,8/1/2018,Humphreys,1220,10/25/2018
,Households,8/1/2018,Jackson,1085,10/25/2018
,Households,8/1/2018,Jefferson,3504,10/25/2018
,Households,8/1/2018,Johnson,1823,10/25/2018
,Households,8/1/2018,Knox,24216,10/25/2018
,Households,8/1/2018,Lake,1060,10/25/2018
,Households,8/1/2018,Lauderdale,3042,10/25/2018
,Households,8/1/2018,Lawrence,2968,10/25/2018
,Households,8/1/2018,Lewis,988,10/25/2018
,Households,8/1/2018,Lincoln,2307,10/25/2018
,Households,8/1/2018,Loudon,2215,10/25/2018
,Households,8/1/2018,Macon,2209,10/25/2018
,Households,8/1/2018,Madison,7965,10/25/2018
,Households,8/1/2018,Marion,2453,10/25/2018
,Households,8/1/2018,Marshall,1874,10/25/2018
,Households,8/1/2018,Maury,4759,10/25/2018
,Households,8/1/2018,McMinn,1107,10/25/2018
,Households,8/1/2018,Mcnairy,3629,10/25/2018
,Households,8/1/2018,Meigs,9900,10/25/2018
,Households,8/1/2018,Monroe,233,10/25/2018
,Households,8/1/2018,Montgomery,1795,10/25/2018
,Households,8/1/2018,Moore,4015,10/25/2018
,Households,8/1/2018,Morgan,2583,10/25/2018
,Households,8/1/2018,Obion,2777,10/25/2018
,Households,8/1/2018,Overton,1676,10/25/2018
,Households,8/1/2018,Perry,715,10/25/2018
,Households,8/1/2018,Pickett,409,10/25/2018
,Households,8/1/2018,Polk,1234,10/25/2018
,Households,8/1/2018,Putnam,5072,10/25/2018
,Households,8/1/2018,Rhea,3044,10/25/2018
,Households,8/1/2018,Roane,3606,10/25/2018
,Households,8/1/2018,Robertson,3677,10/25/2018
,Households,8/1/2018,Rutherford,11445,10/25/2018
,Households,8/1/2018,Scott,3141,10/25/2018
,Households,8/1/2018,Sequatchie,1412,10/25/2018
,Households,8/1/2018,Sevier,4674,10/25/2018
,Households,8/1/2018,Shelby,91579,10/25/2018
,Households,8/1/2018,Smith,1238,10/25/2018
,Households,8/1/2018,Stewart,838,10/25/2018
,Households,8/1/2018,Sullivan,11221,10/25/2018
,Households,8/1/2018,Sumner,6941,10/25/2018
,Households,8/1/2018,Tipton,4220,10/25/2018
,Households,8/1/2018,Trousdale,663,10/25/2018
,Households,8/1/2018,Unicoi,1499,10/25/2018
,Households,8/1/2018,Union,1774,10/25/2018
,Households,8/1/2018,VanBuren,481,10/25/2018
,Households,8/1/2018,Warren,3462,10/25/2018
,Households,8/1/2018,Washington,7907,10/25/2018
,Households,8/1/2018,Wayne,1210,10/25/2018
,Households,8/1/2018,Weakley,2626,10/25/2018
,Households,8/1/2018,White,2112,10/25/2018
,Households,8/1/2018,Williamson,1947,10/25/2018
,Households,8/1/2018,Wilson,4530,10/25/2018
,Households,9/2/2018,Anderson,5292,10/25/2018
,Households,9/4/2018,Bedford,3878,10/25/2018
,Households,9/6/2018,Benton,1386,10/25/2018
,Households,9/7/2018,Bledsoe,1404,10/25/2018
,Households,9/7/2018,Blount,6318,10/25/2018
,Households,9/7/2018,Bradley,7053,10/25/2018
,Households,9/7/2018,Campbell,5409,10/25/2018
,Households,9/7/2018,Cannon,966,10/25/2018
,Households,9/7/2018,Carroll,2381,10/25/2018
,Households,9/7/2018,Carter,4364,10/25/2018
,Households,9/7/2018,Cheatham,1739,10/25/2018
,Households,9/7/2018,Chester,1205,10/25/2018
,Households,9/7/2018,Claiborne,3261,10/25/2018
,Households,9/7/2018,Clay,807,10/25/2018
,Households,9/7/2018,Cocke,4908,10/25/2018
,Households,9/7/2018,Coffee,4111,10/25/2018
,Households,9/7/2018,Crockett,1129,10/25/2018
,Households,9/7/2018,Cumberland,3859,10/25/2018
,Households,9/7/2018,Davidson,35024,10/25/2018
,Households,9/7/2018,Decatur,1033,10/25/2018
,Households,9/7/2018,DeKalb,1639,10/25/2018
,Households,9/7/2018,Dickson,3236,10/25/2018
,Households,9/7/2018,Dyer,3630,10/25/2018
,Households,9/7/2018,Fayette,2721,10/25/2018
,Households,9/7/2018,Fentress,2297,10/25/2018
,Households,9/7/2018,Franklin,2200,10/25/2018
,Households,9/7/2018,Gibson,4091,10/25/2018
,Households,9/7/2018,Giles,2020,10/25/2018
,Households,9/7/2018,Grainger,1817,10/25/2018
,Households,9/7/2018,Greene,4493,10/25/2018
,Households,9/7/2018,Grundy,1875,10/25/2018
,Households,9/7/2018,Hamblen,4645,10/25/2018
,Households,9/7/2018,Hamilton,22649,10/25/2018
,Households,9/7/2018,Hancock,1252,10/25/2018
,Households,9/7/2018,Hardeman,2567,10/25/2018
,Households,9/7/2018,Hardin,2563,10/25/2018
,Households,9/7/2018,Hawkins,4617,10/25/2018
,Households,9/7/2018,Haywood,2407,10/25/2018
,Households,9/7/2018,Henderson,2515,10/25/2018
,Households,9/7/2018,Henry,2730,10/25/2018
,Households,9/7/2018,Hickman,1820,10/25/2018
,Households,9/7/2018,Houston,603,10/25/2018
,Households,9/7/2018,Humphreys,1202,10/25/2018
,Households,9/7/2018,Jackson,1087,10/25/2018
,Households,9/7/2018,Jefferson,3472,10/25/2018
,Households,9/7/2018,Johnson,1790,10/25/2018
,Households,9/7/2018,Knox,23958,10/25/2018
,Households,9/7/2018,Lake,1056,10/25/2018
,Households,9/7/2018,Lauderdale,3037,10/25/2018
,Households,9/7/2018,Lawrence,2938,10/25/2018
,Households,9/7/2018,Lewis,965,10/25/2018
,Households,9/7/2018,Lincoln,2256,10/25/2018
,Households,9/7/2018,Loudon,2183,10/25/2018
,Households,9/7/2018,Macon,2150,10/25/2018
,Households,9/7/2018,Madison,7867,10/25/2018
,Households,9/7/2018,Marion,2441,10/25/2018
,Households,9/7/2018,Marshall,1827,10/25/2018
,Households,9/7/2018,Maury,4717,10/25/2018
,Households,9/7/2018,McMinn,1074,10/25/2018
,Households,9/7/2018,Mcnairy,3570,10/25/2018
,Households,9/7/2018,Meigs,9849,10/25/2018
,Households,9/7/2018,Monroe,237,10/25/2018
,Households,9/7/2018,Montgomery,1776,10/25/2018
,Households,9/7/2018,Moore,3989,10/25/2018
,Households,9/7/2018,Morgan,2567,10/25/2018
,Households,9/7/2018,Obion,2759,10/25/2018
,Households,9/7/2018,Overton,1645,10/25/2018
,Households,9/7/2018,Perry,718,10/25/2018
,Households,9/7/2018,Pickett,410,10/25/2018
,Households,9/7/2018,Polk,1247,10/25/2018
,Households,9/7/2018,Putnam,5039,10/25/2018
,Households,9/7/2018,Rhea,3044,10/25/2018
,Households,9/7/2018,Roane,3574,10/25/2018
,Households,9/7/2018,Robertson,3648,10/25/2018
,Households,9/7/2018,Rutherford,11291,10/25/2018
,Households,9/7/2018,Scott,3147,10/25/2018
,Households,9/7/2018,Sequatchie,1412,10/25/2018
,Households,9/7/2018,Sevier,4647,10/25/2018
,Households,9/7/2018,Shelby,90055,10/25/2018
,Households,9/7/2018,Smith,1237,10/25/2018
,Households,9/7/2018,Stewart,817,10/25/2018
,Households,9/7/2018,Sullivan,11078,10/25/2018
,Households,9/7/2018,Sumner,6854,10/25/2018
,Households,9/7/2018,Tipton,4222,10/25/2018
,Households,9/7/2018,Trousdale,649,10/25/2018
,Households,9/7/2018,Unicoi,1466,10/25/2018
,Households,9/7/2018,Union,1778,10/25/2018
,Households,9/7/2018,VanBuren,483,10/25/2018
,Households,9/7/2018,Warren,3470,10/25/2018
,Households,9/7/2018,Washington,7820,10/25/2018
,Households,9/7/2018,Wayne,1208,10/25/2018
,Households,9/7/2018,Weakley,2598,10/25/2018
,Households,9/7/2018,White,2112,10/25/2018
,Households,9/7/2018,Williamson,1937,10/25/2018
,Households,9/7/2018,Wilson,4504,10/25/2018
,Households,10/1/2018,Anderson,5341,3/27/2019
,Households,10/1/2018,Bedford,3838,3/27/2019
,Households,10/1/2018,Benton,1400,3/27/2019
,Households,10/1/2018,Bledsoe,1423,3/27/2019
,Households,10/1/2018,Blount,6285,3/27/2019
,Households,10/1/2018,Bradley,7151,3/27/2019
,Households,10/1/2018,Campbell,5419,3/27/2019
,Households,10/1/2018,Cannon,998,3/27/2019
,Households,10/1/2018,Carroll,2396,3/27/2019
,Households,10/1/2018,Carter,4369,3/27/2019
,Households,10/1/2018,Cheatham,1787,3/27/2019
,Households,10/1/2018,Chester,1225,3/27/2019
,Households,10/1/2018,Claiborne,3283,3/27/2019
,Households,10/1/2018,Clay,810,3/27/2019
,Households,10/1/2018,Cocke,4960,3/27/2019
,Households,10/1/2018,Coffee,4124,3/27/2019
,Households,10/1/2018,Crockett,1120,3/27/2019
,Households,10/1/2018,Cumberland,3912,3/27/2019
,Households,10/1/2018,Davidson,35160,3/27/2019
,Households,10/1/2018,Decatur,1036,3/27/2019
,Households,10/1/2018,DeKalb,1651,3/27/2019
,Households,10/1/2018,Dickson,3267,3/27/2019
,Households,10/1/2018,Dyer,3708,3/27/2019
,Households,10/1/2018,Fayette,2752,3/27/2019
,Households,10/1/2018,Fentress,2338,3/27/2019
,Households,10/1/2018,Franklin,2213,3/27/2019
,Households,10/1/2018,Gibson,4140,3/27/2019
,Households,10/1/2018,Giles,2050,3/27/2019
,Households,10/1/2018,Grainger,1808,3/27/2019
,Households,10/1/2018,Greene,4532,3/27/2019
,Households,10/1/2018,Grundy,1871,3/27/2019
,Households,10/1/2018,Hamblen,4682,3/27/2019
,Households,10/1/2018,Hamilton,22854,3/27/2019
,Households,10/1/2018,Hancock,1235,3/27/2019
,Households,10/1/2018,Hardeman,2608,3/27/2019
,Households,10/1/2018,Hardin,2557,3/27/2019
,Households,10/1/2018,Hawkins,4663,3/27/2019
,Households,10/1/2018,Haywood,2410,3/27/2019
,Households,10/1/2018,Henderson,2545,3/27/2019
,Households,10/1/2018,Henry,2762,3/27/2019
,Households,10/1/2018,Hickman,1840,3/27/2019
,Households,10/1/2018,Houston,616,3/27/2019
,Households,10/1/2018,Humphreys,1212,3/27/2019
,Households,10/1/2018,Jackson,1075,3/27/2019
,Households,10/1/2018,Jefferson,3479,3/27/2019
,Households,10/1/2018,Johnson,1798,3/27/2019
,Households,10/1/2018,Knox,24209,3/27/2019
,Households,10/1/2018,Lake,1061,3/27/2019
,Households,10/1/2018,Lauderdale,3097,3/27/2019
,Households,10/1/2018,Lawrence,2968,3/27/2019
,Households,10/1/2018,Lewis,987,3/27/2019
,Households,10/1/2018,Lincoln,2300,3/27/2019
,Households,10/1/2018,Loudon,2204,3/27/2019
,Households,10/1/2018,Macon,2206,3/27/2019
,Households,10/1/2018,Madison,8019,3/27/2019
,Households,10/1/2018,Marion,2466,3/27/2019
,Households,10/1/2018,Marshall,1836,3/27/2019
,Households,10/1/2018,Maury,4706,3/27/2019
,Households,10/1/2018,McMinn,1089,3/27/2019
,Households,10/1/2018,McNairy,3586,3/27/2019
,Households,10/1/2018,Meigs,9996,3/27/2019
,Households,10/1/2018,Monroe,240,3/27/2019
,Households,10/1/2018,Montgomery,1777,3/27/2019
,Households,10/1/2018,Moore,4041,3/27/2019
,Households,10/1/2018,Morgan,2605,3/27/2019
,Households,10/1/2018,Obion,2783,3/27/2019
,Households,10/1/2018,Overton,1679,3/27/2019
,Households,10/1/2018,Perry,705,3/27/2019
,Households,10/1/2018,Pickett,407,3/27/2019
,Households,10/1/2018,Polk,1240,3/27/2019
,Households,10/1/2018,Putnam,5055,3/27/2019
,Households,10/1/2018,Rhea,3059,3/27/2019
,Households,10/1/2018,Roane,3602,3/27/2019
,Households,10/1/2018,Robertson,3671,3/27/2019
,Households,10/1/2018,Rutherford,11389,3/27/2019
,Households,10/1/2018,Scott,3175,3/27/2019
,Households,10/1/2018,Sequatchie,1434,3/27/2019
,Households,10/1/2018,Sevier,4638,3/27/2019
,Households,10/1/2018,Shelby,91042,3/27/2019
,Households,10/1/2018,Smith,1267,3/27/2019
,Households,10/1/2018,Stewart,822,3/27/2019
,Households,10/1/2018,Sullivan,11185,3/27/2019
,Households,10/1/2018,Sumner,6883,3/27/2019
,Households,10/1/2018,Tipton,4306,3/27/2019
,Households,10/1/2018,Trousdale,653,3/27/2019
,Households,10/1/2018,Unicoi,1476,3/27/2019
,Households,10/1/2018,Union,1790,3/27/2019
,Households,10/1/2018,VanBuren,489,3/27/2019
,Households,10/1/2018,Warren,3503,3/27/2019
,Households,10/1/2018,Washington,7940,3/27/2019
,Households,10/1/2018,Wayne,1215,3/27/2019
,Households,10/1/2018,Weakley,2581,3/27/2019
,Households,10/1/2018,White,2113,3/27/2019
,Households,10/1/2018,Williamson,1952,3/27/2019
,Households,10/1/2018,Wilson,4594,3/27/2019
,Households,11/1/2018,Anderson,5244,3/27/2019
,Households,11/1/2018,Bedford,3750,3/27/2019
,Households,11/1/2018,Benton,1382,3/27/2019
,Households,11/1/2018,Bledsoe,1414,3/27/2019
,Households,11/1/2018,Blount,6229,3/27/2019
,Households,11/1/2018,Bradley,7014,3/27/2019
,Households,11/1/2018,Campbell,5361,3/27/2019
,Households,11/1/2018,Cannon,983,3/27/2019
,Households,11/1/2018,Carroll,2286,3/27/2019
,Households,11/1/2018,Carter,4339,3/27/2019
,Households,11/1/2018,Cheatham,1749,3/27/2019
,Households,11/1/2018,Chester,1191,3/27/2019
,Households,11/1/2018,Claiborne,3203,3/27/2019
,Households,11/1/2018,Clay,809,3/27/2019
,Households,11/1/2018,Cocke,4901,3/27/2019
,Households,11/1/2018,Coffee,4051,3/27/2019
,Households,11/1/2018,Crockett,1118,3/27/2019
,Households,11/1/2018,Cumberland,3869,3/27/2019
,Households,11/1/2018,Davidson,34571,3/27/2019
,Households,11/1/2018,Decatur,1033,3/27/2019
,Households,11/1/2018,DeKalb,1593,3/27/2019
,Households,11/1/2018,Dickson,3217,3/27/2019
,Households,11/1/2018,Dyer,3667,3/27/2019
,Households,11/1/2018,Fayette,2697,3/27/2019
,Households,11/1/2018,Fentress,2292,3/27/2019
,Households,11/1/2018,Franklin,2198,3/27/2019
,Households,11/1/2018,Gibson,4096,3/27/2019
,Households,11/1/2018,Giles,2017,3/27/2019
,Households,11/1/2018,Grainger,1755,3/27/2019
,Households,11/1/2018,Greene,4433,3/27/2019
,Households,11/1/2018,Grundy,1815,3/27/2019
,Households,11/1/2018,Hamblen,4594,3/27/2019
,Households,11/1/2018,Hamilton,22275,3/27/2019
,Households,11/1/2018,Hancock,1245,3/27/2019
,Households,11/1/2018,Hardeman,2556,3/27/2019
,Households,11/1/2018,Hardin,2530,3/27/2019
,Households,11/1/2018,Hawkins,4597,3/27/2019
,Households,11/1/2018,Haywood,2379,3/27/2019
,Households,11/1/2018,Henderson,2515,3/27/2019
,Households,11/1/2018,Henry,2761,3/27/2019
,Households,11/1/2018,Hickman,1828,3/27/2019
,Households,11/1/2018,Houston,607,3/27/2019
,Households,11/1/2018,Humphreys,1195,3/27/2019
,Households,11/1/2018,Jackson,1062,3/27/2019
,Households,11/1/2018,Jefferson,3453,3/27/2019
,Households,11/1/2018,Johnson,1754,3/27/2019
,Households,11/1/2018,Knox,23837,3/27/2019
,Households,11/1/2018,Lake,1051,3/27/2019
,Households,11/1/2018,Lauderdale,3057,3/27/2019
,Households,11/1/2018,Lawrence,2952,3/27/2019
,Households,11/1/2018,Lewis,968,3/27/2019
,Households,11/1/2018,Lincoln,2266,3/27/2019
,Households,11/1/2018,Loudon,2184,3/27/2019
,Households,11/1/2018,Macon,2145,3/27/2019
,Households,11/1/2018,Madison,7783,3/27/2019
,Households,11/1/2018,Marion,2438,3/27/2019
,Households,11/1/2018,Marshall,1821,3/27/2019
,Households,11/1/2018,Maury,4592,3/27/2019
,Households,11/1/2018,McMinn,1082,3/27/2019
,Households,11/1/2018,McNairy,3539,3/27/2019
,Households,11/1/2018,Meigs,9820,3/27/2019
,Households,11/1/2018,Monroe,231,3/27/2019
,Households,11/1/2018,Montgomery,1754,3/27/2019
,Households,11/1/2018,Moore,3945,3/27/2019
,Households,11/1/2018,Morgan,2555,3/27/2019
,Households,11/1/2018,Obion,2714,3/27/2019
,Households,11/1/2018,Overton,1657,3/27/2019
,Households,11/1/2018,Perry,712,3/27/2019
,Households,11/1/2018,Pickett,417,3/27/2019
,Households,11/1/2018,Polk,1225,3/27/2019
,Households,11/1/2018,Putnam,5005,3/27/2019
,Households,11/1/2018,Rhea,3015,3/27/2019
,Households,11/1/2018,Roane,3548,3/27/2019
,Households,11/1/2018,Robertson,3591,3/27/2019
,Households,11/1/2018,Rutherford,11209,3/27/2019
,Households,11/1/2018,Scott,3158,3/27/2019
,Households,11/1/2018,Sequatchie,1398,3/27/2019
,Households,11/1/2018,Sevier,4556,3/27/2019
,Households,11/1/2018,Shelby,89391,3/27/2019
,Households,11/1/2018,Smith,1230,3/27/2019
,Households,11/1/2018,Stewart,793,3/27/2019
,Households,11/1/2018,Sullivan,10939,3/27/2019
,Households,11/1/2018,Sumner,6707,3/27/2019
,Households,11/1/2018,Tipton,4195,3/27/2019
,Households,11/1/2018,Trousdale,632,3/27/2019
,Households,11/1/2018,Unicoi,1471,3/27/2019
,Households,11/1/2018,Union,1771,3/27/2019
,Households,11/1/2018,VanBuren,471,3/27/2019
,Households,11/1/2018,Warren,3449,3/27/2019
,Households,11/1/2018,Washington,7773,3/27/2019
,Households,11/1/2018,Wayne,1206,3/27/2019
,Households,11/1/2018,Weakley,2517,3/27/2019
,Households,11/1/2018,White,2062,3/27/2019
,Households,11/1/2018,Williamson,1919,3/27/2019
,Households,11/1/2018,Wilson,4527,3/27/2019
,Households,12/1/2018,Anderson,5240,3/27/2019
,Households,12/1/2018,Bedford,3688,3/27/2019
,Households,12/1/2018,Benton,1363,3/27/2019
,Households,12/1/2018,Bledsoe,1402,3/27/2019
,Households,12/1/2018,Blount,6151,3/27/2019
,Households,12/1/2018,Bradley,7042,3/27/2019
,Households,12/1/2018,Campbell,5345,3/27/2019
,Households,12/1/2018,Cannon,981,3/27/2019
,Households,12/1/2018,Carroll,2269,3/27/2019
,Households,12/1/2018,Carter,4252,3/27/2019
,Households,12/1/2018,Cheatham,1730,3/27/2019
,Households,12/1/2018,Chester,1189,3/27/2019
,Households,12/1/2018,Claiborne,3184,3/27/2019
,Households,12/1/2018,Clay,808,3/27/2019
,Households,12/1/2018,Cocke,4863,3/27/2019
,Households,12/1/2018,Coffee,4034,3/27/2019
,Households,12/1/2018,Crockett,1095,3/27/2019
,Households,12/1/2018,Cumberland,3869,3/27/2019
,Households,12/1/2018,Davidson,34025,3/27/2019
,Households,12/1/2018,Decatur,1024,3/27/2019
,Households,12/1/2018,DeKalb,1588,3/27/2019
,Households,12/1/2018,Dickson,3215,3/27/2019
,Households,12/1/2018,Dyer,3669,3/27/2019
,Households,12/1/2018,Fayette,2687,3/27/2019
,Households,12/1/2018,Fentress,2293,3/27/2019
,Households,12/1/2018,Franklin,2165,3/27/2019
,Households,12/1/2018,Gibson,4051,3/27/2019
,Households,12/1/2018,Giles,2001,3/27/2019
,Households,12/1/2018,Grainger,1760,3/27/2019
,Households,12/1/2018,Greene,4375,3/27/2019
,Households,12/1/2018,Grundy,1825,3/27/2019
,Households,12/1/2018,Hamblen,4571,3/27/2019
,Households,12/1/2018,Hamilton,22052,3/27/2019
,Households,12/1/2018,Hancock,1222,3/27/2019
,Households,12/1/2018,Hardeman,2564,3/27/2019
,Households,12/1/2018,Hardin,2532,3/27/2019
,Households,12/1/2018,Hawkins,4596,3/27/2019
,Households,12/1/2018,Haywood,2383,3/27/2019
,Households,12/1/2018,Henderson,2485,3/27/2019
,Households,12/1/2018,Henry,2760,3/27/2019
,Households,12/1/2018,Hickman,1820,3/27/2019
,Households,12/1/2018,Houston,607,3/27/2019
,Households,12/1/2018,Humphreys,1182,3/27/2019
,Households,12/1/2018,Jackson,1053,3/27/2019
,Households,12/1/2018,Jefferson,3359,3/27/2019
,Households,12/1/2018,Johnson,1730,3/27/2019
,Households,12/1/2018,Knox,23723,3/27/2019
,Households,12/1/2018,Lake,1045,3/27/2019
,Households,12/1/2018,Lauderdale,3069,3/27/2019
,Households,12/1/2018,Lawrence,2943,3/27/2019
,Households,12/1/2018,Lewis,964,3/27/2019
,Households,12/1/2018,Lincoln,2245,3/27/2019
,Households,12/1/2018,Loudon,2168,3/27/2019
,Households,12/1/2018,Macon,2134,3/27/2019
,Households,12/1/2018,Madison,7735,3/27/2019
,Households,12/1/2018,Marion,2430,3/27/2019
,Households,12/1/2018,Marshall,1797,3/27/2019
,Households,12/1/2018,Maury,4517,3/27/2019
,Households,12/1/2018,McMinn,1075,3/27/2019
,Households,12/1/2018,McNairy,3519,3/27/2019
,Households,12/1/2018,Meigs,9803,3/27/2019
,Households,12/1/2018,Monroe,235,3/27/2019
,Households,12/1/2018,Montgomery,1710,3/27/2019
,Households,12/1/2018,Moore,3931,3/27/2019
,Households,12/1/2018,Morgan,2531,3/27/2019
,Households,12/1/2018,Obion,2682,3/27/2019
,Households,12/1/2018,Overton,1646,3/27/2019
,Households,12/1/2018,Perry,710,3/27/2019
,Households,12/1/2018,Pickett,414,3/27/2019
,Households,12/1/2018,Polk,1227,3/27/2019
,Households,12/1/2018,Putnam,4947,3/27/2019
,Households,12/1/2018,Rhea,3034,3/27/2019
,Households,12/1/2018,Roane,3537,3/27/2019
,Households,12/1/2018,Robertson,3515,3/27/2019
,Households,12/1/2018,Rutherford,11119,3/27/2019
,Households,12/1/2018,Scott,3090,3/27/2019
,Households,12/1/2018,Sequatchie,1383,3/27/2019
,Households,12/1/2018,Sevier,4502,3/27/2019
,Households,12/1/2018,Shelby,88782,3/27/2019
,Households,12/1/2018,Smith,1231,3/27/2019
,Households,12/1/2018,Stewart,798,3/27/2019
,Households,12/1/2018,Sullivan,10810,3/27/2019
,Households,12/1/2018,Sumner,6591,3/27/2019
,Households,12/1/2018,Tipton,4195,3/27/2019
,Households,12/1/2018,Trousdale,639,3/27/2019
,Households,12/1/2018,Unicoi,1453,3/27/2019
,Households,12/1/2018,Union,1752,3/27/2019
,Households,12/1/2018,VanBuren,471,3/27/2019
,Households,12/1/2018,Warren,3415,3/27/2019
,Households,12/1/2018,Washington,7740,3/27/2019
,Households,12/1/2018,Wayne,1218,3/27/2019
,Households,12/1/2018,Weakley,2501,3/27/2019
,Households,12/1/2018,White,2039,3/27/2019
,Households,12/1/2018,Williamson,1941,3/27/2019
,Households,12/1/2018,Wilson,4516,3/27/2019
,Households,1/1/2019,Anderson,5372,3/27/2019
,Households,1/1/2019,Bedford,3755,3/27/2019
,Households,1/1/2019,Benton,1418,3/27/2019
,Households,1/1/2019,Bledsoe,1432,3/27/2019
,Households,1/1/2019,Blount,6217,3/27/2019
,Households,1/1/2019,Bradley,7252,3/27/2019
,Households,1/1/2019,Campbell,5411,3/27/2019
,Households,1/1/2019,Cannon,1026,3/27/2019
,Households,1/1/2019,Carroll,2309,3/27/2019
,Households,1/1/2019,Carter,4390,3/27/2019
,Households,1/1/2019,Cheatham,1752,3/27/2019
,Households,1/1/2019,Chester,1221,3/27/2019
,Households,1/1/2019,Claiborne,3195,3/27/2019
,Households,1/1/2019,Clay,826,3/27/2019
,Households,1/1/2019,Cocke,4861,3/27/2019
,Households,1/1/2019,Coffee,4097,3/27/2019
,Households,1/1/2019,Crockett,1142,3/27/2019
,Households,1/1/2019,Cumberland,3949,3/27/2019
,Households,1/1/2019,Davidson,34748,3/27/2019
,Households,1/1/2019,Decatur,1057,3/27/2019
,Households,1/1/2019,DeKalb,1644,3/27/2019
,Households,1/1/2019,Dickson,3294,3/27/2019
,Households,1/1/2019,Dyer,3753,3/27/2019
,Households,1/1/2019,Fayette,2730,3/27/2019
,Households,1/1/2019,Fentress,2290,3/27/2019
,Households,1/1/2019,Franklin,2207,3/27/2019
,Households,1/1/2019,Gibson,4132,3/27/2019
,Households,1/1/2019,Giles,2043,3/27/2019
,Households,1/1/2019,Grainger,1768,3/27/2019
,Households,1/1/2019,Greene,4502,3/27/2019
,Households,1/1/2019,Grundy,1842,3/27/2019
,Households,1/1/2019,Hamblen,4686,3/27/2019
,Households,1/1/2019,Hamilton,22637,3/27/2019
,Households,1/1/2019,Hancock,1225,3/27/2019
,Households,1/1/2019,Hardeman,2564,3/27/2019
,Households,1/1/2019,Hardin,2597,3/27/2019
,Households,1/1/2019,Hawkins,4662,3/27/2019
,Households,1/1/2019,Haywood,2391,3/27/2019
,Households,1/1/2019,Henderson,2563,3/27/2019
,Households,1/1/2019,Henry,2841,3/27/2019
,Households,1/1/2019,Hickman,1843,3/27/2019
,Households,1/1/2019,Houston,626,3/27/2019
,Households,1/1/2019,Humphreys,1193,3/27/2019
,Households,1/1/2019,Jackson,1079,3/27/2019
,Households,1/1/2019,Jefferson,3432,3/27/2019
,Households,1/1/2019,Johnson,1782,3/27/2019
,Households,1/1/2019,Knox,24316,3/27/2019
,Households,1/1/2019,Lake,1046,3/27/2019
,Households,1/1/2019,Lauderdale,3106,3/27/2019
,Households,1/1/2019,Lawrence,2995,3/27/2019
,Households,1/1/2019,Lewis,989,3/27/2019
,Households,1/1/2019,Lincoln,2283,3/27/2019
,Households,1/1/2019,Loudon,2208,3/27/2019
,Households,1/1/2019,Macon,2174,3/27/2019
,Households,1/1/2019,Madison,7981,3/27/2019
,Households,1/1/2019,Marion,2502,3/27/2019
,Households,1/1/2019,Marshall,1830,3/27/2019
,Households,1/1/2019,Maury,4713,3/27/2019
,Households,1/1/2019,McMinn,1109,3/27/2019
,Households,1/1/2019,McNairy,3588,3/27/2019
,Households,1/1/2019,Meigs,10050,3/27/2019
,Households,1/1/2019,Monroe,244,3/27/2019
,Households,1/1/2019,Montgomery,1755,3/27/2019
,Households,1/1/2019,Moore,4017,3/27/2019
,Households,1/1/2019,Morgan,2575,3/27/2019
,Households,1/1/2019,Obion,2744,3/27/2019
,Households,1/1/2019,Overton,1661,3/27/2019
,Households,1/1/2019,Perry,699,3/27/2019
,Households,1/1/2019,Pickett,427,3/27/2019
,Households,1/1/2019,Polk,1248,3/27/2019
,Households,1/1/2019,Putnam,5114,3/27/2019
,Households,1/1/2019,Rhea,3072,3/27/2019
,Households,1/1/2019,Roane,3610,3/27/2019
,Households,1/1/2019,Robertson,3617,3/27/2019
,Households,1/1/2019,Rutherford,11330,3/27/2019
,Households,1/1/2019,Scott,3107,3/27/2019
,Households,1/1/2019,Sequatchie,1423,3/27/2019
,Households,1/1/2019,Sevier,4612,3/27/2019
,Households,1/1/2019,Shelby,91114,3/27/2019
,Households,1/1/2019,Smith,1277,3/27/2019
,Households,1/1/2019,Stewart,805,3/27/2019
,Households,1/1/2019,Sullivan,10983,3/27/2019
,Households,1/1/2019,Sumner,6771,3/27/2019
,Households,1/1/2019,Tipton,4281,3/27/2019
,Households,1/1/2019,Trousdale,662,3/27/2019
,Households,1/1/2019,Unicoi,1464,3/27/2019
,Households,1/1/2019,Union,1779,3/27/2019
,Households,1/1/2019,VanBuren,479,3/27/2019
,Households,1/1/2019,Warren,3530,3/27/2019
,Households,1/1/2019,Washington,7927,3/27/2019
,Households,1/1/2019,Wayne,1228,3/27/2019
,Households,1/1/2019,Weakley,2571,3/27/2019
,Households,1/1/2019,White,2097,3/27/2019
,Households,1/1/2019,Williamson,1935,3/27/2019
,Households,1/1/2019,Wilson,4647,3/27/2019
,Households,2/1/2019,Anderson,5240,3/27/2019
,Households,2/1/2019,Bedford,3660,3/27/2019
