source link,Category,Date,County,Value,LastReportedDate
,Households,2/1/2018,Monroe,4018,10/25/2018
,Households,2/1/2018,Montgomery,10738,10/25/2018
,Households,2/1/2018,Moore,250,10/25/2018
,Households,2/1/2018,Morgan,2080,10/25/2018
,Households,2/1/2018,Obion,2993,10/25/2018
,Households,2/1/2018,Overton,1848,10/25/2018
,Households,2/1/2018,Perry,706,10/25/2018
,Households,2/1/2018,Pickett,417,10/25/2018
,Households,2/1/2018,Polk,1398,10/25/2018
,Households,2/1/2018,Putnam,5453,10/25/2018
,Households,2/1/2018,Rhea,3369,10/25/2018
,Households,2/1/2018,Roane,4060,10/25/2018
,Households,2/1/2018,Robertson,3787,10/25/2018
,Households,2/1/2018,Rutherford,11720,10/25/2018
,Households,2/1/2018,Scott,3301,10/25/2018
,Households,2/1/2018,Sequatchie,1538,10/25/2018
,Households,2/1/2018,Sevier,5370,10/25/2018
,Households,2/1/2018,Shelby,101931,10/25/2018
,Households,2/1/2018,Smith,1346,10/25/2018
,Households,2/1/2018,Stewart,917,10/25/2018
,Households,2/1/2018,Sullivan,12379,10/25/2018
,Households,2/1/2018,Sumner,7028,10/25/2018
,Households,2/1/2018,Tipton,4814,10/25/2018
,Households,2/1/2018,Trousdale,691,10/25/2018
,Households,2/1/2018,Unicoi,1594,10/25/2018
,Households,2/1/2018,Union,2024,10/25/2018
,Households,2/1/2018,VanBuren,477,10/25/2018
,Households,2/1/2018,Warren,3756,10/25/2018
,Households,2/1/2018,Washington,9084,10/25/2018
,Households,2/1/2018,Wayne,1249,10/25/2018
,Households,2/1/2018,Weakley,2818,10/25/2018
,Households,2/1/2018,White,2395,10/25/2018
,Households,2/1/2018,Williamson,1994,10/25/2018
,Households,2/1/2018,Wilson,4591,10/25/2018
,Households,3/1/2018,Anderson,5786,7/30/2018
,Households,3/1/2018,Bedford,4263,7/30/2018
,Households,3/1/2018,Benton,1493,7/30/2018
,Households,3/1/2018,Bledsoe,1449,7/30/2018
,Households,3/1/2018,Blount,7090,7/30/2018
,Households,3/1/2018,Bradley,7629,7/30/2018
,Households,3/1/2018,Campbell,5568,7/30/2018
,Households,3/1/2018,Cannon,1046,7/30/2018
,Households,3/1/2018,Carroll,2584,7/30/2018
,Households,3/1/2018,Carter,4808,7/30/2018
,Households,3/1/2018,Cheatham,1841,7/30/2018
,Households,3/1/2018,Chester,1298,7/30/2018
,Households,3/1/2018,Claiborne,3297,7/30/2018
,Households,3/1/2018,Clay,856,7/30/2018
,Households,3/1/2018,Cocke,5033,7/30/2018
,Households,3/1/2018,Coffee,4470,7/30/2018
,Households,3/1/2018,Crockett,1225,7/30/2018
,Households,3/1/2018,Cumberland,4270,7/30/2018
,Households,3/1/2018,Davidson,35868,7/30/2018
,Households,3/1/2018,Decatur,1135,7/30/2018
,Households,3/1/2018,DeKalb,1748,7/30/2018
,Households,3/1/2018,Dickson,3495,7/30/2018
,Households,3/1/2018,Dyer,3843,7/30/2018
,Households,3/1/2018,Fayette,2983,7/30/2018
,Households,3/1/2018,Fentress,2314,7/30/2018
,Households,3/1/2018,Franklin,2359,7/30/2018
,Households,3/1/2018,Gibson,4292,7/30/2018
,Households,3/1/2018,Giles,2154,7/30/2018
,Households,3/1/2018,Grainger,1923,7/30/2018
,Households,3/1/2018,Greene,4735,7/30/2018
,Households,3/1/2018,Grundy,1942,7/30/2018
,Households,3/1/2018,Hamblen,5154,7/30/2018
,Households,3/1/2018,Hamilton,25030,7/30/2018
,Households,3/1/2018,Hancock,1289,7/30/2018
,Households,3/1/2018,Hardeman,2667,7/30/2018
,Households,3/1/2018,Hardin,2821,7/30/2018
,Households,3/1/2018,Hawkins,4973,7/30/2018
,Households,3/1/2018,Haywood,2441,7/30/2018
,Households,3/1/2018,Henderson,2736,7/30/2018
,Households,3/1/2018,Henry,3035,7/30/2018
,Households,3/1/2018,Hickman,2042,7/30/2018
,Households,3/1/2018,Houston,654,7/30/2018
,Households,3/1/2018,Humphreys,1304,7/30/2018
,Households,3/1/2018,Jackson,1137,7/30/2018
,Households,3/1/2018,Jefferson,3733,7/30/2018
,Households,3/1/2018,Johnson,1963,7/30/2018
,Households,3/1/2018,Knox,24687,7/30/2018
,Households,3/1/2018,Lake,1037,7/30/2018
,Households,3/1/2018,Lauderdale,3066,7/30/2018
,Households,3/1/2018,Lawrence,3164,7/30/2018
,Households,3/1/2018,Lewis,1010,7/30/2018
,Households,3/1/2018,Lincoln,2304,7/30/2018
,Households,3/1/2018,Loudon,2397,7/30/2018
,Households,3/1/2018,Macon,2312,7/30/2018
,Households,3/1/2018,Madison,8202,7/30/2018
,Households,3/1/2018,Marion,2629,7/30/2018
,Households,3/1/2018,Marshall,1921,7/30/2018
,Households,3/1/2018,Maury,5023,7/30/2018
,Households,3/1/2018,McMinn,4337,7/30/2018
,Households,3/1/2018,Mcnairy,2638,7/30/2018
,Households,3/1/2018,Meigs,1224,7/30/2018
,Households,3/1/2018,Monroe,3906,7/30/2018
,Households,3/1/2018,Montgomery,10592,7/30/2018
,Households,3/1/2018,Moore,243,7/30/2018
,Households,3/1/2018,Morgan,1963,7/30/2018
,Households,3/1/2018,Obion,2889,7/30/2018
,Households,3/1/2018,Overton,1783,7/30/2018
,Households,3/1/2018,Perry,706,7/30/2018
,Households,3/1/2018,Pickett,410,7/30/2018
,Households,3/1/2018,Polk,1352,7/30/2018
,Households,3/1/2018,Putnam,5292,7/30/2018
,Households,3/1/2018,Rhea,3257,7/30/2018
,Households,3/1/2018,Roane,3907,7/30/2018
,Households,3/1/2018,Robertson,3798,7/30/2018
,Households,3/1/2018,Rutherford,11693,7/30/2018
,Households,3/1/2018,Scott,3291,7/30/2018
,Households,3/1/2018,Sequatchie,1516,7/30/2018
,Households,3/1/2018,Sevier,5284,7/30/2018
,Households,3/1/2018,Shelby,97274,7/30/2018
,Households,3/1/2018,Smith,1311,7/30/2018
,Households,3/1/2018,Stewart,884,7/30/2018
,Households,3/1/2018,Sullivan,11972,7/30/2018
,Households,3/1/2018,Sumner,7046,7/30/2018
,Households,3/1/2018,Tipton,4554,7/30/2018
,Households,3/1/2018,Trousdale,666,7/30/2018
,Households,3/1/2018,Unicoi,1601,7/30/2018
,Households,3/1/2018,Union,1945,7/30/2018
,Households,3/1/2018,VanBuren,477,7/30/2018
,Households,3/1/2018,Warren,3687,7/30/2018
,Households,3/1/2018,Washington,8726,7/30/2018
,Households,3/1/2018,Wayne,1230,7/30/2018
,Households,3/1/2018,Weakley,2740,7/30/2018
,Households,3/1/2018,White,2325,7/30/2018
,Households,3/1/2018,Williamson,1993,7/30/2018
,Households,3/1/2018,Wilson,4585,7/30/2018
,Households,4/1/2018,Anderson,5662,10/25/2018
,Households,4/1/2018,Bedford,4114,10/25/2018
,Households,4/1/2018,Benton,1432,10/25/2018
,Households,4/1/2018,Bledsoe,1435,10/25/2018
,Households,4/1/2018,Blount,6939,10/25/2018
,Households,4/1/2018,Bradley,7559,10/25/2018
,Households,4/1/2018,Campbell,5529,10/25/2018
,Households,4/1/2018,Cannon,1051,10/25/2018
,Households,4/1/2018,Carroll,2522,10/25/2018
,Households,4/1/2018,Carter,4731,10/25/2018
,Households,4/1/2018,Cheatham,1794,10/25/2018
,Households,4/1/2018,Chester,1256,10/25/2018
,Households,4/1/2018,Claiborne,3294,10/25/2018
,Households,4/1/2018,Clay,836,10/25/2018
,Households,4/1/2018,Cocke,5015,10/25/2018
,Households,4/1/2018,Coffee,4382,10/25/2018
,Households,4/1/2018,Crockett,1235,10/25/2018
,Households,4/1/2018,Cumberland,4194,10/25/2018
,Households,4/1/2018,Davidson,35366,10/25/2018
,Households,4/1/2018,Decatur,1118,10/25/2018
,Households,4/1/2018,DeKalb,1694,10/25/2018
,Households,4/1/2018,Dickson,3462,10/25/2018
,Households,4/1/2018,Dyer,3773,10/25/2018
,Households,4/1/2018,Fayette,2927,10/25/2018
,Households,4/1/2018,Fentress,2294,10/25/2018
,Households,4/1/2018,Franklin,2341,10/25/2018
,Households,4/1/2018,Gibson,4207,10/25/2018
,Households,4/1/2018,Giles,2110,10/25/2018
,Households,4/1/2018,Grainger,1872,10/25/2018
,Households,4/1/2018,Greene,4682,10/25/2018
,Households,4/1/2018,Grundy,1933,10/25/2018
,Households,4/1/2018,Hamblen,5056,10/25/2018
,Households,4/1/2018,Hamilton,24457,10/25/2018
,Households,4/1/2018,Hancock,1281,10/25/2018
,Households,4/1/2018,Hardeman,2623,10/25/2018
,Households,4/1/2018,Hardin,2696,10/25/2018
,Households,4/1/2018,Hawkins,4888,10/25/2018
,Households,4/1/2018,Haywood,2428,10/25/2018
,Households,4/1/2018,Henderson,2690,10/25/2018
,Households,4/1/2018,Henry,2995,10/25/2018
,Households,4/1/2018,Hickman,2013,10/25/2018
,Households,4/1/2018,Houston,647,10/25/2018
,Households,4/1/2018,Humphreys,1282,10/25/2018
,Households,4/1/2018,Jackson,1117,10/25/2018
,Households,4/1/2018,Jefferson,3674,10/25/2018
,Households,4/1/2018,Johnson,1920,10/25/2018
,Households,4/1/2018,Knox,24332,10/25/2018
,Households,4/1/2018,Lake,1034,10/25/2018
,Households,4/1/2018,Lauderdale,3041,10/25/2018
,Households,4/1/2018,Lawrence,3068,10/25/2018
,Households,4/1/2018,Lewis,1003,10/25/2018
,Households,4/1/2018,Lincoln,2279,10/25/2018
,Households,4/1/2018,Loudon,2338,10/25/2018
,Households,4/1/2018,Macon,2282,10/25/2018
,Households,4/1/2018,Madison,8175,10/25/2018
,Households,4/1/2018,Marion,2581,10/25/2018
,Households,4/1/2018,Marshall,1909,10/25/2018
,Households,4/1/2018,Maury,4968,10/25/2018
,Households,4/1/2018,McMinn,4289,10/25/2018
,Households,4/1/2018,Mcnairy,2643,10/25/2018
,Households,4/1/2018,Meigs,1214,10/25/2018
,Households,4/1/2018,Monroe,3819,10/25/2018
,Households,4/1/2018,Montgomery,10439,10/25/2018
,Households,4/1/2018,Moore,242,10/25/2018
,Households,4/1/2018,Morgan,1923,10/25/2018
,Households,4/1/2018,Obion,2838,10/25/2018
,Households,4/1/2018,Overton,1721,10/25/2018
,Households,4/1/2018,Perry,714,10/25/2018
,Households,4/1/2018,Pickett,407,10/25/2018
,Households,4/1/2018,Polk,1329,10/25/2018
,Households,4/1/2018,Putnam,5235,10/25/2018
,Households,4/1/2018,Rhea,3205,10/25/2018
,Households,4/1/2018,Roane,3806,10/25/2018
,Households,4/1/2018,Robertson,3683,10/25/2018
,Households,4/1/2018,Rutherford,11517,10/25/2018
,Households,4/1/2018,Scott,3216,10/25/2018
,Households,4/1/2018,Sequatchie,1502,10/25/2018
,Households,4/1/2018,Sevier,5171,10/25/2018
,Households,4/1/2018,Shelby,94637,10/25/2018
,Households,4/1/2018,Smith,1281,10/25/2018
,Households,4/1/2018,Stewart,860,10/25/2018
,Households,4/1/2018,Sullivan,11755,10/25/2018
,Households,4/1/2018,Sumner,6943,10/25/2018
,Households,4/1/2018,Tipton,4451,10/25/2018
,Households,4/1/2018,Trousdale,679,10/25/2018
,Households,4/1/2018,Unicoi,1587,10/25/2018
,Households,4/1/2018,Union,1902,10/25/2018
,Households,4/1/2018,VanBuren,464,10/25/2018
,Households,4/1/2018,Warren,3652,10/25/2018
,Households,4/1/2018,Washington,8491,10/25/2018
,Households,4/1/2018,Wayne,1222,10/25/2018
,Households,4/1/2018,Weakley,2686,10/25/2018
,Households,4/1/2018,White,2225,10/25/2018
,Households,4/1/2018,Williamson,1906,10/25/2018
,Households,4/1/2018,Wilson,4433,10/25/2018
,Households,5/1/2018,Anderson,5406,10/25/2018
,Households,5/1/2018,Bedford,3902,10/25/2018
,Households,5/1/2018,Benton,1416,10/25/2018
,Households,5/1/2018,Bledsoe,1436,10/25/2018
,Households,5/1/2018,Blount,6674,10/25/2018
,Households,5/1/2018,Bradley,7169,10/25/2018
,Households,5/1/2018,Campbell,5563,10/25/2018
,Households,5/1/2018,Cannon,978,10/25/2018
,Households,5/1/2018,Carroll,2445,10/25/2018
,Households,5/1/2018,Carter,4519,10/25/2018
,Households,5/1/2018,Cheatham,1820,10/25/2018
,Households,5/1/2018,Chester,1231,10/25/2018
,Households,5/1/2018,Claiborne,3292,10/25/2018
,Households,5/1/2018,Clay,828,10/25/2018
,Households,5/1/2018,Cocke,5045,10/25/2018
,Households,5/1/2018,Coffee,4154,10/25/2018
,Households,5/1/2018,Crockett,1146,10/25/2018
,Households,5/1/2018,Cumberland,3986,10/25/2018
,Households,5/1/2018,Davidson,35606,10/25/2018
,Households,5/1/2018,Decatur,1058,10/25/2018
,Households,5/1/2018,DeKalb,1662,10/25/2018
,Households,5/1/2018,Dickson,3295,10/25/2018
,Households,5/1/2018,Dyer,3658,10/25/2018
,Households,5/1/2018,Fayette,2801,10/25/2018
,Households,5/1/2018,Fentress,2292,10/25/2018
,Households,5/1/2018,Franklin,2246,10/25/2018
,Households,5/1/2018,Gibson,4102,10/25/2018
,Households,5/1/2018,Giles,2064,10/25/2018
,Households,5/1/2018,Grainger,1814,10/25/2018
,Households,5/1/2018,Greene,4505,10/25/2018
,Households,5/1/2018,Grundy,1934,10/25/2018
,Households,5/1/2018,Hamblen,4800,10/25/2018
,Households,5/1/2018,Hamilton,23261,10/25/2018
,Households,5/1/2018,Hancock,1279,10/25/2018
,Households,5/1/2018,Hardeman,2625,10/25/2018
,Households,5/1/2018,Hardin,2605,10/25/2018
,Households,5/1/2018,Hawkins,4713,10/25/2018
,Households,5/1/2018,Haywood,2460,10/25/2018
,Households,5/1/2018,Henderson,2553,10/25/2018
,Households,5/1/2018,Henry,2870,10/25/2018
,Households,5/1/2018,Hickman,1910,10/25/2018
,Households,5/1/2018,Houston,608,10/25/2018
,Households,5/1/2018,Humphreys,1219,10/25/2018
,Households,5/1/2018,Jackson,1095,10/25/2018
,Households,5/1/2018,Jefferson,3562,10/25/2018
,Households,5/1/2018,Johnson,1833,10/25/2018
,Households,5/1/2018,Knox,24306,10/25/2018
,Households,5/1/2018,Lake,1050,10/25/2018
,Households,5/1/2018,Lauderdale,3063,10/25/2018
,Households,5/1/2018,Lawrence,2995,10/25/2018
,Households,5/1/2018,Lewis,1000,10/25/2018
,Households,5/1/2018,Lincoln,2275,10/25/2018
,Households,5/1/2018,Loudon,2254,10/25/2018
,Households,5/1/2018,Macon,2212,10/25/2018
,Households,5/1/2018,Madison,7965,10/25/2018
,Households,5/1/2018,Marion,2473,10/25/2018
,Households,5/1/2018,Marshall,1894,10/25/2018
,Households,5/1/2018,Maury,4757,10/25/2018
,Households,5/1/2018,McMinn,1143,10/25/2018
,Households,5/1/2018,Mcnairy,3702,10/25/2018
,Households,5/1/2018,Meigs,9910,10/25/2018
,Households,5/1/2018,Monroe,230,10/25/2018
,Households,5/1/2018,Montgomery,1806,10/25/2018
,Households,5/1/2018,Moore,4071,10/25/2018
,Households,5/1/2018,Morgan,2626,10/25/2018
,Households,5/1/2018,Obion,2745,10/25/2018
,Households,5/1/2018,Overton,1685,10/25/2018
,Households,5/1/2018,Perry,707,10/25/2018
,Households,5/1/2018,Pickett,404,10/25/2018
,Households,5/1/2018,Polk,1268,10/25/2018
,Households,5/1/2018,Putnam,5033,10/25/2018
,Households,5/1/2018,Rhea,3054,10/25/2018
,Households,5/1/2018,Roane,3615,10/25/2018
,Households,5/1/2018,Robertson,3659,10/25/2018
,Households,5/1/2018,Rutherford,11457,10/25/2018
,Households,5/1/2018,Scott,3222,10/25/2018
,Households,5/1/2018,Sequatchie,1446,10/25/2018
,Households,5/1/2018,Sevier,4962,10/25/2018
,Households,5/1/2018,Shelby,90951,10/25/2018
,Households,5/1/2018,Smith,1243,10/25/2018
,Households,5/1/2018,Stewart,842,10/25/2018
,Households,5/1/2018,Sullivan,11268,10/25/2018
,Households,5/1/2018,Sumner,6913,10/25/2018
,Households,5/1/2018,Tipton,4311,10/25/2018
,Households,5/1/2018,Trousdale,664,10/25/2018
,Households,5/1/2018,Unicoi,1544,10/25/2018
,Households,5/1/2018,Union,1799,10/25/2018
,Households,5/1/2018,VanBuren,452,10/25/2018
,Households,5/1/2018,Warren,3484,10/25/2018
,Households,5/1/2018,Washington,8030,10/25/2018
,Households,5/1/2018,Wayne,1224,10/25/2018
,Households,5/1/2018,Weakley,2619,10/25/2018
,Households,5/1/2018,White,2111,10/25/2018
,Households,5/1/2018,Williamson,1980,10/25/2018
,Households,5/1/2018,Wilson,4436,10/25/2018
,Households,6/1/2018,Anderson,5368,10/25/2018
,Households,6/1/2018,Bedford,3886,10/25/2018
,Households,6/1/2018,Benton,1398,10/25/2018
,Households,6/1/2018,Bledsoe,1446,10/25/2018
,Households,6/1/2018,Blount,6520,10/25/2018
,Households,6/1/2018,Bradley,7139,10/25/2018
,Households,6/1/2018,Campbell,5485,10/25/2018
,Households,6/1/2018,Cannon,966,10/25/2018
,Households,6/1/2018,Carroll,2388,10/25/2018
,Households,6/1/2018,Carter,4448,10/25/2018
,Households,6/1/2018,Cheatham,1802,10/25/2018
,Households,6/1/2018,Chester,1234,10/25/2018
,Households,6/1/2018,Claiborne,3291,10/25/2018
,Households,6/1/2018,Clay,817,10/25/2018
,Households,6/1/2018,Cocke,5009,10/25/2018
,Households,6/1/2018,Coffee,4138,10/25/2018
,Households,6/1/2018,Crockett,1138,10/25/2018
,Households,6/1/2018,Cumberland,3908,10/25/2018
,Households,6/1/2018,Davidson,35405,10/25/2018
,Households,6/1/2018,Decatur,1044,10/25/2018
,Households,6/1/2018,DeKalb,1615,10/25/2018
,Households,6/1/2018,Dickson,3229,10/25/2018
,Households,6/1/2018,Dyer,3609,10/25/2018
,Households,6/1/2018,Fayette,2788,10/25/2018
,Households,6/1/2018,Fentress,2294,10/25/2018
,Households,6/1/2018,Franklin,2244,10/25/2018
,Households,6/1/2018,Gibson,4072,10/25/2018
,Households,6/1/2018,Giles,2054,10/25/2018
,Households,6/1/2018,Grainger,1811,10/25/2018
,Households,6/1/2018,Greene,4515,10/25/2018
,Households,6/1/2018,Grundy,1920,10/25/2018
,Households,6/1/2018,Hamblen,4751,10/25/2018
,Households,6/1/2018,Hamilton,22834,10/25/2018
,Households,6/1/2018,Hancock,1248,10/25/2018
,Households,6/1/2018,Hardeman,2617,10/25/2018
,Households,6/1/2018,Hardin,2600,10/25/2018
,Households,6/1/2018,Hawkins,4658,10/25/2018
,Households,6/1/2018,Haywood,2430,10/25/2018
,Households,6/1/2018,Henderson,2510,10/25/2018
,Households,6/1/2018,Henry,2831,10/25/2018
,Households,6/1/2018,Hickman,1874,10/25/2018
,Households,6/1/2018,Houston,605,10/25/2018
,Households,6/1/2018,Humphreys,1216,10/25/2018
,Households,6/1/2018,Jackson,1069,10/25/2018
,Households,6/1/2018,Jefferson,3496,10/25/2018
,Households,6/1/2018,Johnson,1826,10/25/2018
,Households,6/1/2018,Knox,24280,10/25/2018
,Households,6/1/2018,Lake,1042,10/25/2018
,Households,6/1/2018,Lauderdale,3052,10/25/2018
,Households,6/1/2018,Lawrence,2936,10/25/2018
,Households,6/1/2018,Lewis,990,10/25/2018
,Households,6/1/2018,Lincoln,2288,10/25/2018
,Households,6/1/2018,Loudon,2245,10/25/2018
,Households,6/1/2018,Macon,2170,10/25/2018
,Households,6/1/2018,Madison,7970,10/25/2018
,Households,6/1/2018,Marion,2443,10/25/2018
,Households,6/1/2018,Marshall,1890,10/25/2018
,Households,6/1/2018,Maury,4752,10/25/2018
,Households,6/1/2018,McMinn,1108,10/25/2018
,Households,6/1/2018,Mcnairy,3673,10/25/2018
,Households,6/1/2018,Meigs,9846,10/25/2018
,Households,6/1/2018,Monroe,223,10/25/2018
,Households,6/1/2018,Montgomery,1809,10/25/2018
,Households,6/1/2018,Moore,4054,10/25/2018
,Households,6/1/2018,Morgan,2602,10/25/2018
,Households,6/1/2018,Obion,2708,10/25/2018
,Households,6/1/2018,Overton,1659,10/25/2018
,Households,6/1/2018,Perry,711,10/25/2018
,Households,6/1/2018,Pickett,405,10/25/2018
,Households,6/1/2018,Polk,1241,10/25/2018
,Households,6/1/2018,Putnam,4999,10/25/2018
,Households,6/1/2018,Rhea,3010,10/25/2018
,Households,6/1/2018,Roane,3642,10/25/2018
,Households,6/1/2018,Robertson,3642,10/25/2018
,Households,6/1/2018,Rutherford,11363,10/25/2018
,Households,6/1/2018,Scott,3183,10/25/2018
,Households,6/1/2018,Sequatchie,1420,10/25/2018
,Households,6/1/2018,Sevier,4783,10/25/2018
,Households,6/1/2018,Shelby,90418,10/25/2018
,Households,6/1/2018,Smith,1245,10/25/2018
,Households,6/1/2018,Stewart,834,10/25/2018
,Households,6/1/2018,Sullivan,11280,10/25/2018
,Households,6/1/2018,Sumner,6910,10/25/2018
,Households,6/1/2018,Tipton,4241,10/25/2018
,Households,6/1/2018,Trousdale,661,10/25/2018
,Households,6/1/2018,Unicoi,1512,10/25/2018
,Households,6/1/2018,Union,1787,10/25/2018
,Households,6/1/2018,VanBuren,461,10/25/2018
,Households,6/1/2018,Warren,3461,10/25/2018
,Households,6/1/2018,Washington,8002,10/25/2018
,Households,6/1/2018,Wayne,1221,10/25/2018
,Households,6/1/2018,Weakley,2602,10/25/2018
,Households,6/1/2018,White,2090,10/25/2018
,Households,6/1/2018,Williamson,1946,10/25/2018
,Households,6/1/2018,Wilson,4458,10/25/2018
,Households,7/1/2018,Anderson,5319,9/17/2018
,Households,7/1/2018,Bedford,3868,9/17/2018
,Households,7/1/2018,Benton,1379,9/17/2018
,Households,7/1/2018,Bledsoe,1421,9/17/2018
,Households,7/1/2018,Blount,6408,9/17/2018
,Households,7/1/2018,Bradley,7142,9/17/2018
,Households,7/1/2018,Campbell,5456,9/17/2018
,Households,7/1/2018,Cannon,948,9/17/2018
,Households,7/1/2018,Carroll,2385,9/17/2018
,Households,7/1/2018,Carter,4422,9/17/2018
,Households,7/1/2018,Cheatham,1760,9/17/2018
,Households,7/1/2018,Chester,1220,9/17/2018
,Households,7/1/2018,Claiborne,3288,9/17/2018
,Households,7/1/2018,Clay,813,9/17/2018
,Households,7/1/2018,Cocke,4942,9/17/2018
,Households,7/1/2018,Coffee,4093,9/17/2018
,Households,7/1/2018,Crockett,1122,9/17/2018
,Households,7/1/2018,Cumberland,3865,9/17/2018
,Households,7/1/2018,Davidson,35301,9/17/2018
,Households,7/1/2018,Decatur,1052,9/17/2018
,Households,7/1/2018,DeKalb,1632,9/17/2018
,Households,7/1/2018,Dickson,3272,9/17/2018
,Households,7/1/2018,Dyer,3583,9/17/2018
,Households,7/1/2018,Fayette,2735,9/17/2018
,Households,7/1/2018,Fentress,2281,9/17/2018
,Households,7/1/2018,Franklin,2217,9/17/2018
,Households,7/1/2018,Gibson,4051,9/17/2018
,Households,7/1/2018,Giles,2047,9/17/2018
,Households,7/1/2018,Grainger,1807,9/17/2018
,Households,7/1/2018,Greene,4461,9/17/2018
,Households,7/1/2018,Grundy,1898,9/17/2018
,Households,7/1/2018,Hamblen,4700,9/17/2018
,Households,7/1/2018,Hamilton,22729,9/17/2018
,Households,7/1/2018,Hancock,1244,9/17/2018
,Households,7/1/2018,Hardeman,2597,9/17/2018
,Households,7/1/2018,Hardin,2569,9/17/2018
,Households,7/1/2018,Hawkins,4625,9/17/2018
,Households,7/1/2018,Haywood,2403,9/17/2018
,Households,7/1/2018,Henderson,2524,9/17/2018
,Households,7/1/2018,Henry,2817,9/17/2018
,Households,7/1/2018,Hickman,1851,9/17/2018
,Households,7/1/2018,Houston,605,9/17/2018
,Households,7/1/2018,Humphreys,1189,9/17/2018
,Households,7/1/2018,Jackson,1095,9/17/2018
,Households,7/1/2018,Jefferson,3490,9/17/2018
,Households,7/1/2018,Johnson,1809,9/17/2018
,Households,7/1/2018,Knox,23992,9/17/2018
,Households,7/1/2018,Lake,1038,9/17/2018
,Households,7/1/2018,Lauderdale,2990,9/17/2018
,Households,7/1/2018,Lawrence,2944,9/17/2018
,Households,7/1/2018,Lewis,980,9/17/2018
,Households,7/1/2018,Lincoln,2263,9/17/2018
,Households,7/1/2018,Loudon,2197,9/17/2018
,Households,7/1/2018,Macon,2173,9/17/2018
,Households,7/1/2018,Madison,7874,9/17/2018
,Households,7/1/2018,Marion,2406,9/17/2018
,Households,7/1/2018,Marshall,1846,9/17/2018
,Households,7/1/2018,Maury,4711,9/17/2018
,Households,7/1/2018,McMinn,1103,9/17/2018
,Households,7/1/2018,Mcnairy,3617,9/17/2018
,Households,7/1/2018,Meigs,9770,9/17/2018
,Households,7/1/2018,Monroe,224,9/17/2018
,Households,7/1/2018,Montgomery,1784,9/17/2018
,Households,7/1/2018,Moore,4003,9/17/2018
,Households,7/1/2018,Morgan,2552,9/17/2018
,Households,7/1/2018,Obion,2749,9/17/2018
,Households,7/1/2018,Overton,1654,9/17/2018
,Households,7/1/2018,Perry,712,9/17/2018
,Households,7/1/2018,Pickett,417,9/17/2018
,Households,7/1/2018,Polk,1231,9/17/2018
,Households,7/1/2018,Putnam,4991,9/17/2018
,Households,7/1/2018,Rhea,3011,9/17/2018
,Households,7/1/2018,Roane,3578,9/17/2018
,Households,7/1/2018,Robertson,3644,9/17/2018
,Households,7/1/2018,Rutherford,11266,9/17/2018
,Households,7/1/2018,Scott,3124,9/17/2018
,Households,7/1/2018,Sequatchie,1401,9/17/2018
,Households,7/1/2018,Sevier,4680,9/17/2018
,Households,7/1/2018,Shelby,90248,9/17/2018
,Households,7/1/2018,Smith,1210,9/17/2018
,Households,7/1/2018,Stewart,836,9/17/2018
,Households,7/1/2018,Sullivan,11136,9/17/2018
,Households,7/1/2018,Sumner,6818,9/17/2018
,Households,7/1/2018,Tipton,4284,9/17/2018
,Households,7/1/2018,Trousdale,643,9/17/2018
,Households,7/1/2018,Unicoi,1514,9/17/2018
,Households,7/1/2018,Union,1782,9/17/2018
,Households,7/1/2018,VanBuren,461,9/17/2018
,Households,7/1/2018,Warren,3437,9/17/2018
,Households,7/1/2018,Washington,7867,9/17/2018
,Households,7/1/2018,Wayne,1224,9/17/2018
,Households,7/1/2018,Weakley,2618,9/17/2018
,Households,7/1/2018,White,2085,9/17/2018
,Households,7/1/2018,Williamson,1927,9/17/2018
,Households,7/1/2018,Wilson,4461,9/17/2018
,Households,8/1/2018,Anderson,5361,10/25/2018
,Households,8/1/2018,Bedford,3926,10/25/2018
,Households,8/1/2018,Benton,1397,10/25/2018
,Households,8/1/2018,Bledsoe,1418,10/25/2018
,Households,8/1/2018,Blount,6409,10/25/2018
,Households,8/1/2018,Bradley,7154,10/25/2018
,Households,8/1/2018,Campbell,5450,10/25/2018
,Households,8/1/2018,Cannon,966,10/25/2018
,Households,8/1/2018,Carroll,2417,10/25/2018
,Households,8/1/2018,Carter,4447,10/25/2018
,Households,8/1/2018,Cheatham,1758,10/25/2018
,Households,8/1/2018,Chester,1233,10/25/2018
,Households,8/1/2018,Claiborne,3282,10/25/2018
,Households,8/1/2018,Clay,819,10/25/2018
,Households,8/1/2018,Cocke,4964,10/25/2018
,Households,8/1/2018,Coffee,4144,10/25/2018
,Households,8/1/2018,Crockett,1121,10/25/2018
,Households,8/1/2018,Cumberland,3863,10/25/2018
,Households,8/1/2018,Davidson,35500,10/25/2018
,Households,8/1/2018,Decatur,1051,10/25/2018
,Households,8/1/2018,DeKalb,1642,10/25/2018
,Households,8/1/2018,Dickson,3283,10/25/2018
,Households,8/1/2018,Dyer,3663,10/25/2018
,Households,8/1/2018,Fayette,2730,10/25/2018
,Households,8/1/2018,Fentress,2320,10/25/2018
,Households,8/1/2018,Franklin,2219,10/25/2018
,Households,8/1/2018,Gibson,4121,10/25/2018
,Households,8/1/2018,Giles,2054,10/25/2018
,Households,8/1/2018,Grainger,1811,10/25/2018
,Households,8/1/2018,Greene,4557,10/25/2018
,Households,8/1/2018,Grundy,1899,10/25/2018
